,gp,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,target_5yrs,points_per_minute,total_contribution
644,56,2.5,4.9,51.3,0.0,0.1,33.3,1.3,1.8,72.0,1.2,2.9,0,0.38323353293413176,10.900000000000002
645,59,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,1,0.4528301886792453,10.0
646,41,1.9,4.1,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,1,0.26973684210526316,9.300000000000002
647,42,1.4,3.0,45.2,0.0,0.0,0.0,1.2,1.5,83.9,1.2,1.8,1,0.26666666666666666,7.1000000000000005
648,43,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,0,0.31081081081081074,8.8
649,37,1.7,4.0,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,0,0.30136986301369867,9.200000000000001
650,55,1.2,2.2,54.5,0.0,0.0,0.0,0.5,0.7,70.7,0.9,2.3,0,0.20863309352517984,8.3
651,42,2.1,5.0,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,0,0.362962962962963,8.6
652,19,1.2,3.1,39.0,0.1,0.5,20.0,0.7,0.9,82.4,0.5,0.9,0,0.25781249999999994,5.999999999999999
653,44,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,0,0.30894308943089427,6.1
654,64,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1,0.2950819672131148,6.6000000000000005
655,46,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,1,0.38842975206611574,8.100000000000001
656,42,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,1,0.43859649122807015,7.7
657,38,1.4,4.2,32.5,0.1,0.5,20.0,1.1,1.6,70.0,0.2,0.7,0,0.35135135135135137,5.0
658,40,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0,0.41904761904761906,5.3
659,26,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,1,0.4444444444444445,7.2
660,26,1.0,2.3,42.4,0.0,0.0,0.0,0.2,0.5,50.0,0.5,1.7,0,0.22680412371134023,5.2
661,26,1.1,2.8,38.9,0.6,1.5,37.5,0.1,0.2,50.0,0.3,0.8,0,0.22950819672131148,4.9
662,44,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0,0.3020833333333333,4.199999999999999
663,38,1.1,3.0,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,1,0.33333333333333337,4.5
664,42,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1,0.3058823529411765,4.3
665,36,1.5,3.4,44.6,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.1,0,0.38554216867469876,5.1000000000000005
666,82,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,1,0.5921052631578947,37.099999999999994
667,69,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,1,0.43386243386243384,27.8
668,82,3.6,7.3,49.7,1.0,2.7,39.3,1.4,1.8,76.9,1.3,5.1,1,0.3129032258064516,17.9
669,81,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,1,0.49473684210526314,23.8
670,80,3.8,6.9,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,1,0.3381294964028777,19.0
671,79,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,1,0.3435114503816794,14.1
672,65,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,1,0.3130081300813008,16.3
673,42,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,0,0.4775510204081632,16.0
674,78,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,1,0.3130434782608696,12.899999999999999
675,81,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,1,0.29515418502202645,12.1
676,80,3.6,7.9,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,1,0.46445497630331756,12.9
677,61,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,1,0.37681159420289856,12.9
678,78,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,1,0.34517766497461927,12.9
679,15,1.8,4.1,43.5,0.3,0.6,44.4,1.5,2.0,76.7,0.1,1.1,0,0.49090909090909096,8.5
680,81,2.0,5.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,1,0.3128491620111732,9.299999999999997
681,58,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,1,0.23033707865168537,8.999999999999998
682,54,2.0,5.4,37.4,0.6,1.7,37.0,1.3,1.7,76.3,0.7,1.9,0,0.34104046242774566,9.6
683,72,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1,0.31952662721893493,8.100000000000001
684,52,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,1,0.37724550898203596,11.3
685,65,2.1,3.9,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,1,0.3231707317073171,10.299999999999999
686,60,1.9,4.5,43.3,0.0,0.0,0.0,0.5,0.8,56.0,1.0,2.0,1,0.296551724137931,8.6
687,49,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,0,0.29770992366412213,7.699999999999999
688,66,1.1,2.7,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1,0.25225225225225223,4.699999999999999
689,42,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,0,0.36538461538461536,6.800000000000001
690,43,1.0,2.7,37.4,0.1,0.2,30.0,0.3,0.5,57.1,0.2,0.9,1,0.22330097087378636,4.9
691,42,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,0,0.38,6.2
692,49,1.6,2.3,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,1,0.3829787234042553,6.299999999999999
693,18,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1,0.12658227848101264,3.4
694,38,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0,0.3972602739726027,4.1
695,22,1.0,2.7,35.6,0.0,0.5,10.0,0.4,0.7,53.3,0.3,0.7,0,0.3194444444444444,3.9000000000000004
696,41,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,0,0.3846153846153846,3.0000000000000004
697,72,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,0.9,4.4,1,0.5403225806451613,30.1
698,80,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,1,0.48342541436464087,26.999999999999996
699,82,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,1,0.4754601226993865,23.7
700,22,0.8,3.0,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0.0,1.6,0,0.2358490566037736,4.599999999999999
701,81,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,0,0.4671280276816609,18.400000000000002
702,76,4.9,10.4,47.7,0.6,1.5,40.0,1.9,2.3,85.1,0.5,2.0,1,0.4460431654676259,19.000000000000004
703,82,3.8,7.7,49.4,0.0,0.0,0.0,1.4,2.1,64.6,2.8,4.7,1,0.3345724907063197,17.900000000000002
704,73,5.5,12.1,45.1,1.6,4.3,37.4,2.0,2.4,81.4,1.0,1.9,1,0.56640625,18.900000000000002
705,82,3.3,6.9,48.3,0.8,2.0,38.2,2.0,2.4,82.9,0.6,1.7,1,0.38056680161943324,13.1
706,73,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,1,0.3305785123966942,13.7
707,76,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,1,0.4323144104803494,14.900000000000004
708,78,3.3,8.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,0,0.3716814159292035,14.900000000000004
709,20,1.2,3.1,39.3,0.4,1.2,29.2,0.6,0.7,85.7,0.2,1.8,0,0.33999999999999997,6.0
710,77,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,1,0.3981481481481481,12.199999999999998
711,65,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1,0.4088669950738916,12.7
712,74,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,1,0.4427860696517413,13.0
713,56,3.2,7.0,45.8,1.2,3.1,38.9,1.0,1.2,80.9,0.7,1.2,1,0.443298969072165,12.4
714,82,3.4,6.0,55.6,0.0,0.0,0.0,1.1,2.0,54.7,2.4,4.0,1,0.4285714285714286,14.700000000000001
715,76,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,1,0.3626373626373626,9.1
716,80,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,0,0.4484848484848485,10.100000000000001
717,81,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1,0.2993630573248408,9.100000000000001
718,56,2.6,6.3,41.0,1.1,3.1,34.5,1.1,1.3,80.0,0.2,1.4,1,0.474025974025974,10.4
719,82,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,0,0.571875,31.000000000000004
720,47,2.1,4.3,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,1,0.39097744360902253,9.500000000000002
721,69,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,1,0.38345864661654133,8.200000000000001
722,60,1.8,3.6,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,0,0.3435114503816794,8.2
723,52,1.1,2.0,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,0,0.2222222222222222,7.299999999999999
724,27,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70.0,0.2,0.9,1,0.4032258064516129,6.6
725,60,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1,0.39166666666666666,7.0
726,63,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,1,0.34821428571428575,7.1000000000000005
727,71,1.2,3.1,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,1,0.25892857142857145,5.7
728,39,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,1,0.25961538461538464,5.500000000000001
729,71,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,1,0.31683168316831684,5.7
730,57,1.2,2.6,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,0,0.351063829787234,5.3
731,44,1.0,3.0,35.4,0.3,1.0,35.7,0.6,0.9,71.1,0.3,0.7,0,0.32608695652173914,4.4
732,43,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1,0.3132530120481928,4.300000000000001
733,43,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1,0.3132530120481928,4.300000000000001
734,51,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1,0.36000000000000004,4.2
735,12,0.5,1.7,30.0,0.1,0.5,16.7,0.6,1.0,58.3,0.2,0.5,0,0.2698412698412698,3.1999999999999997
736,18,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60.0,0.3,0.8,0,0.3870967741935484,3.4000000000000004
737,53,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,0,0.5833333333333334,24.9
738,25,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0,0.44230769230769224,3.3
739,82,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,1,0.4868421052631579,24.0
740,81,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,1,0.4540540540540541,25.5
741,78,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,1,0.4693877551020409,20.900000000000002
742,82,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,1,0.4707692307692308,23.700000000000003
743,82,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,1,0.3125,17.700000000000003
744,82,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,1,0.4262295081967213,22.6
745,82,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,1,0.395017793594306,19.1
746,72,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1,0.44528301886792454,16.1
747,78,2.5,5.9,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,0,0.22377622377622378,13.100000000000003
748,81,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,1,0.4387351778656126,20.7
749,77,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,1,0.33333333333333337,12.199999999999998
750,81,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,1,0.5604838709677419,19.8
751,75,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,1,0.33749999999999997,12.1
752,67,3.8,8.0,47.8,1.3,2.7,46.7,1.2,1.4,87.0,1.2,1.8,1,0.4469026548672566,14.199999999999998
753,61,3.2,5.8,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,0,0.41395348837209306,16.5
754,56,2.0,4.4,45.9,0.6,1.7,34.4,0.7,1.0,70.7,0.6,1.8,0,0.2548076923076923,9.500000000000002
755,66,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,1,0.3718592964824121,13.000000000000002
756,76,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,1,0.29015544041450775,11.599999999999998
757,77,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,1,0.34545454545454546,9.500000000000002
758,79,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,1,0.48125,12.200000000000001
759,75,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,1,0.4276315789473684,11.3
760,51,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,0,0.3774834437086093,8.799999999999999
761,53,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,1,0.296551724137931,9.499999999999998
762,70,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,1,0.4930555555555555,11.899999999999999
763,68,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0,0.38686131386861317,7.199999999999999
764,80,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,0,0.46808510638297873,18.799999999999997
765,44,1.8,4.0,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1,0.3684210526315789,7.0
766,53,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1,0.34677419354838707,6.1
767,59,1.7,4.2,41.6,0.3,0.8,34.8,1.0,1.4,69.9,0.7,1.2,1,0.38842975206611574,7.199999999999999
768,60,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.2,0.6,1,0.30107526881720426,4.9
769,48,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,1,0.3983050847457627,8.5
770,40,1.3,3.3,38.9,0.4,1.0,39.5,1.0,1.3,80.0,0.8,1.2,0,0.35135135135135137,6.8
771,19,1.0,3.4,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,1,0.24770642201834864,5.8
772,76,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,0,0.4981949458483755,17.700000000000003
773,60,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,1,0.303921568627451,5.6
774,51,0.7,1.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,0,0.22619047619047616,3.8
775,37,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0,0.29268292682926833,3.7999999999999994
776,80,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,1,0.5867052023121387,26.0
777,80,4.0,9.4,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,1,0.3723404255319149,15.900000000000002
778,78,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5.0,1,0.3057553956834532,17.599999999999998
779,79,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,0,0.46520146520146516,17.9
780,53,3.6,8.3,42.8,0.6,1.7,33.0,1.7,2.3,73.2,0.4,2.2,1,0.36015325670498083,15.3
781,73,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,0,0.3506493506493506,13.3
782,59,3.3,8.7,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,1,0.3606557377049181,12.500000000000002
783,79,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,1,0.25438596491228066,11.100000000000001
784,74,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,1,0.3904761904761904,13.399999999999999
785,74,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,1,0.3188405797101449,13.9
786,35,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,1,0.3724489795918367,11.9
787,57,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,1,0.39999999999999997,12.299999999999999
788,73,2.2,4.8,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,1,0.30526315789473685,11.0
789,73,2.2,4.2,53.8,0.0,0.0,0.0,1.1,1.8,60.9,1.6,2.8,0,0.32,11.200000000000001
790,60,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,0,0.4517543859649123,17.199999999999996
791,42,3.2,5.2,61.6,0.0,0.0,0.0,1.7,2.6,66.1,2.3,2.6,1,0.47928994082840237,13.5
792,56,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,0,0.2727272727272727,6.7
793,75,2.8,6.4,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1,0.487012987012987,9.1
794,76,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,1,0.3082191780821918,8.2
795,69,1.6,3.2,48.4,0.0,0.0,0.0,1.4,2.2,66.0,1.4,1.6,1,0.33088235294117646,7.800000000000001
796,50,2.0,4.7,42.1,0.2,0.7,27.0,1.4,2.1,69.2,0.5,1.7,0,0.4117647058823529,8.100000000000001
797,71,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,1,0.3587786259541985,8.499999999999998
798,75,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1,0.2868217054263566,6.2
799,51,1.8,4.4,41.3,0.7,2.1,33.0,0.8,1.0,85.7,0.3,0.8,1,0.4369747899159664,7.5
800,32,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,0.32173913043478264,5.700000000000001
801,57,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,0,0.34821428571428575,6.800000000000001
802,52,0.8,1.7,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,0,0.17757009345794392,4.7
803,26,1.8,3.2,56.1,0.0,0.1,0.0,0.6,0.8,68.2,1.3,2.1,0,0.3980582524271844,8.100000000000001
804,61,1.7,3.3,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,1,0.43,7.5
805,70,0.6,1.5,37.9,0.0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,1,0.13131313131313133,4.000000000000001
806,38,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,1,0.40404040404040403,7.3
807,38,1.3,3.3,40.8,0.0,0.0,0.0,0.5,0.7,64.3,0.6,1.1,0,0.3764705882352941,5.200000000000001
808,64,0.3,0.8,42.9,0.0,0.1,0.0,0.3,0.4,65.4,0.4,0.3,0,0.21428571428571427,2.1
809,14,0.4,1.6,26.1,0.2,0.9,23.1,0.0,0.0,0.0,0.0,0.4,0,0.3548387096774194,1.5
810,66,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,0,0.3271028037383178,13.9
811,57,6.1,13.4,45.6,1.0,2.6,37.7,3.5,4.2,83.8,1.0,3.4,1,0.4745762711864407,24.6
812,78,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,0,0.39597315436241615,15.600000000000001
813,78,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,1,0.4,16.599999999999998
814,78,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,1,0.2723404255319149,13.8
815,82,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,1,0.44104803493449785,14.700000000000001
816,63,3.8,7.6,50.3,0.0,0.0,0.0,1.3,1.8,72.2,2.3,2.7,1,0.4072398190045249,15.200000000000001
817,48,2.9,6.3,45.7,0.3,1.0,28.3,1.6,2.0,79.6,0.6,1.4,0,0.38308457711442784,10.7
818,52,2.4,5.2,45.2,1.0,2.2,46.1,0.8,1.2,66.7,0.4,1.7,0,0.30985915492957744,10.6
819,82,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,1,0.39572192513368987,12.999999999999998
820,81,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,1,0.29411764705882354,11.3
821,82,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,1,0.37777777777777777,13.400000000000002
822,67,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1,0.37931034482758624,9.200000000000001
823,79,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,0,0.4096385542168674,10.799999999999999
824,79,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,0,0.4096385542168674,10.799999999999999
825,60,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1,0.27878787878787875,7.1
826,68,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,1,0.31410256410256415,10.6
827,29,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,0,0.27358490566037735,13.6
828,72,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1,0.29139072847682124,7.699999999999999
829,47,2.1,5.5,38.6,1.0,2.5,41.4,0.9,1.2,76.4,0.4,1.1,0,0.41059602649006627,8.2
830,52,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,0,0.30201342281879195,7.699999999999999
831,42,1.9,4.6,41.0,0.9,2.3,38.8,1.3,1.4,90.0,0.2,1.0,1,0.4054054054054054,7.9
832,72,1.9,3.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,1,0.3880597014925373,9.899999999999999
833,59,1.5,2.9,53.8,0.0,0.0,0.0,1.3,2.0,66.1,0.8,2.2,0,0.34375,7.999999999999999
834,43,1.3,3.1,41.7,0.0,0.0,0.0,0.4,0.8,48.5,1.0,1.5,0,0.23387096774193547,5.9
835,81,2.7,6.5,41.0,0.8,2.5,33.7,1.3,1.8,73.0,0.9,3.3,0,0.3554502369668246,13.1
836,46,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55.0,0.7,1.1,1,0.32231404958677684,6.0
837,56,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1,0.3801652892561983,6.699999999999999
838,68,1.0,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86.0,0.6,1.2,0,0.2327586206896552,5.4
839,58,1.1,2.2,50.8,0.0,0.0,0.0,1.0,1.3,78.7,0.8,1.5,1,0.28695652173913044,6.3
840,63,1.3,2.8,44.6,0.0,0.0,0.0,1.7,2.3,73.6,1.5,1.9,1,0.3684210526315789,7.500000000000001
841,56,1.2,2.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,1,0.2743362831858407,6.100000000000001
842,61,1.6,2.8,57.9,0.0,0.0,0.0,0.9,1.7,54.4,1.0,1.8,0,0.38181818181818183,7.3
843,41,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0.0,0.6,0,0.3904761904761904,6.1
844,42,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,1,0.3505154639175258,5.5
845,29,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,0,0.1932367149758454,7.300000000000001
846,42,1.1,3.0,38.1,0.3,1.2,24.0,0.3,0.4,73.3,0.3,0.6,0,0.32941176470588235,4.199999999999999
847,61,1.2,2.2,55.6,0.0,0.0,0.0,0.4,0.6,66.7,0.6,0.7,0,0.35802469135802467,4.3999999999999995
848,44,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1,0.32894736842105265,4.1
849,44,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,0,0.32894736842105265,4.1
850,38,1.1,1.9,56.8,0.0,0.0,0.0,0.2,0.4,60.0,0.7,1.3,0,0.3380281690140845,3.8999999999999995
851,35,0.5,1.4,36.0,0.4,1.1,33.3,0.1,0.1,100.0,0.1,0.6,1,0.2727272727272727,2.4000000000000004
852,78,5.2,12.1,43.0,0.6,2.3,28.2,5.1,6.0,84.7,0.8,4.3,1,0.44722222222222224,28.900000000000006
853,80,4.3,11.0,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,1,0.3953488372093023,19.9
854,81,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,1,0.4467353951890034,20.8
855,80,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,1,0.30449826989619383,14.5
856,80,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2.0,1,0.375,16.900000000000002
857,63,2.5,4.8,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,0,0.2736318407960199,11.8
858,79,3.0,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,1,0.3441295546558705,13.900000000000002
